username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
RIck Holmes,3097543386,1/25/18 18:25,RT @sandylaye: @RealWayneRoot Why would President Trump even speak to Mueller these are the people and others just like who make up Mueller...,3,None,1112,959,0,0
SINCITYLVN,4834364387,1/25/18 18:25,"RT @JudgeJeanine: John Kerry is a loser. Our prayers would be answered if he runs against President Trump.https://t.co/qVzFHb9e8l",1138,None,205,177,0,0
Grace Kellie,4749782844,1/25/18 18:25,RT @CNN: Senate Judiciary Chairman Chuck Grassley says he wants to release the transcript of the committee's closed-door interview with Don...,213,None,124,97,0.2,0.1
Annabeth Amerine,38771366,1/25/18 18:25,"RT @Will_Bunch: It's official: 2018 is the Year of -\_(tsu)_/- - total Trump Fatigue, political fibromyalgia. Why that makes the next 12 mont...",41,None,1891,3425,0,0.283333333
JohnnyZipper,9.27319E+17,1/25/18 18:25,"@LouiseMensch @jeffsessions he's not a suspect, rather, a potential witness.  No wonder take you seriously:  The bi... https://t.co/yrTxG1mpWa",0,None,14716,14527,-0.166666667,0.833333333
Slava Kramarov,65084130,1/25/18 18:25,"What a ""true friend"" of Israel. With friends like this, who needs enemies?  https://t.co/yhfCnZbobm",0,None,15,10,0.35,0.65
Becky Wilson,9.09196E+17,1/25/18 18:25,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/8CXfxFQZBD,0,None,102,828,-0.65,0.95
Alan Wolfson1,571212573,1/25/18 18:25,@OutnumberedFNC If Chris Wallace can make a negative statement about President Trump he will always go down that road. He is an anti-Trumper,0,None,8,18,-0.227777778,0.344444444
Mary Janeâ_µ,3480715157,1/25/18 18:25,RT @chuckwoolery: THAT IS SAYING A LOT. Conservative Heritage Foundation Rates Trump's First Year Better Than Reagan's https://t.co/fTwt4Uh...,73,None,1074,1127,0.375,0.416666667
JemW,3001471726,1/25/18 18:25,RT @penguinphilsofr: @SethAbramson The NYPD Trumplandia had possession of Weiner's PC and it's not worth worrying about while missing text-...,2,None,2088,2345,-0.175,0.075
Kenny Poo,155105082,1/25/18 18:25,"RT @vannsmole: This is why .@realDonaldTrump tweets. FBI deleted 5 months, thousands of texts messages between agents all in a continued...",797,None,900,581,0,0
WhiteLionoftheSouth,8.26508E+17,1/25/18 18:25,"RT @rudepundit: In the Trump age, because everything is stupid, ""Deep State"" seems to mean ""anyone in government who won't lick Trump's fee...",51,None,314,910,-0.370833333,0.695833333
Regulation = consumer protection,8.58845E+17,1/25/18 18:25,@Lee10160417 So no answer on Trump's desire to unleash fire and fury on N.K? Figures.,0,None,2,13,0,0
_Ÿ‡º_Ÿ‡¸ Woke AF _Ÿ‡º_Ÿ‡¸,36030707,1/25/18 18:25,"RT @libertytarian: #FBI agents talk of a #SecretSocieties to oppose #Trump? President Truman warned us about this in 1945 -- 73 years ago...",111,FBI,344,158,0,0
Rachel McRea _Ÿè_ï¸èâ€ç_ŸŒˆ,122280853,1/25/18 18:25,RT @kylegriffin1: That 24-year-old former Trump campaign worker who rose to a senior post in the W.H. Office of National Drug Control Polic...,981,None,3888,5003,0.3,0.475
BrooksbyAE7BR,2534246162,1/25/18 18:25,"RT @Liz_Wheeler: You know the Democrats are terrified of the contents of that memo &amp; the ""missing"" FBI texts, when they *immediately* leak...",1570,None,672,885,-0.2,0.05
Lovetta Thomson,956036035,1/25/18 18:25,"RT @larryelder: In #Davos, @MSNBC's @AliVelshi said he'd ""never seen anything like"" the greeting that @realDonaldTrump received. Velshi sai...",373,Davos,2138,3024,0,0
Billiam Billson,7.94352E+17,1/25/18 18:25,"RT @larryelder: In #Davos, @MSNBC's @AliVelshi said he'd ""never seen anything like"" the greeting that @realDonaldTrump received. Velshi sai...",373,Davos,163,622,0,0
MAGAâù_ï¸èGwen,718332223,1/25/18 18:25,RT @thebradfordfile: @realDonaldTrump The World LOVES Trump!,83,None,26009,18776,0,0
D batey,3387244655,1/25/18 18:25,"RT @RepAdamSchiff: Trump goes to Davos, having insulted many of the world leaders there, to tell them to put ""America First."" Apparently th...",2854,None,69,370,0.266666667,0.394444444
kittycatsrule,39121780,1/25/18 18:25,"@nikkihaley @WorldJewishCong As a Jewish person, I've never been so frightened in my lifetime as I am now....thx to... https://t.co/eU0UDhJCCG",0,None,1574,2300,0,0
Celery Caraway,1257719485,1/25/18 18:25,"RT @EdKrassen: As President Trump arrives in Davos, Switzerland, here is the sign that hangs on the mountainside....  Seems like people are...",930,None,1230,1447,0,0
Sabrina K,7.36665E+17,1/25/18 18:25,"RT @favoriteauntssi: YEEESSSSS!!!Growing Calls for President Trump to Read Explosive FISA Memo During State of Union Address https://t.co...",2,None,2438,209,0,0
D.E. Parrish,388604704,1/25/18 18:25,"@ScottAnthonyUSA The IG is out for blood. These guys posses him off. Trump, or no Trump, he's cleaning house.",0,None,408,584,0,0
å_§çº¢é_™,8.64779E+17,1/25/18 18:25,"RT @netanyahu: President Trump, as you finish your first year in office, I want to say that I look forward to continuing our remarkable, tr...",1022,None,227,107,0.5,0.541666667
debra,243826451,1/25/18 18:25,RT @thehill: Top US corporation to use savings from Trump tax cuts to pay for layoffs https://t.co/oUXkoilBGA https://t.co/z8QJCiveK0,53,None,216,224,0.5,0.5
Sue Ledner,8.73569E+17,1/25/18 18:25,"RT @AHamiltonSpirit: I thought the messages were gone cause of a samsung glitchBesides Neo Nazis I could care less what happened to them....",5,None,523,825,-0.166666667,0.066666667
America's in Peril,4836402993,1/25/18 18:25,RT @RealJamesWoods: The Democrats hate America so much... https://t.co/j6hWn3Vh3s,2623,None,293,161,-0.3,0.55
Maria Inger,3087610824,1/25/18 18:25,"RT @ablessedpatriot: Well that did not take long...now get busy shuttering Mueller's witch hunt... Terrible use of taxpayer $$$DOJ recove...",11,None,1749,1043,-0.45,0.65
_Ÿ’_Corbina_Ÿ’_Smith_Ÿ’_,20745493,1/25/18 18:25,yeah well doomsday clocks have a noted anti-trump bias https://t.co/ZvviVjEZvL,0,None,2136,761,0,0
Sherry OBryan,9.40621E+17,1/25/18 18:25,"RT @dbongino: Make absolutely no mistake, if legal action is pursued against President Trump for a ""collusion"" scandal that never happened,...",14550,None,9,31,0.066666667,0.4
_Ÿ‡º_Ÿ‡¸CaseySprout_Ÿ‡º_Ÿ‡¸,1950315650,1/25/18 18:25,RT @skb_sara: https://t.co/HuqWsmfCV8 NG: President Trump Just Hit California Governor Jerry Brown With Massive Blow -- This Is It! #JerryBr...,255,None,1366,988,0,1
Mark Krikorian,282747242,1/25/18 18:25,".@RMConservative asks the White House the obvious question: ""Why not just embrace the House [Goodlatte] bill?"" https://t.co/GWpLA67zCf",0,None,18376,316,0,0.25
Bay,8.60289E+17,1/25/18 18:25,"RT @thejarodsofar: let me just say, if youre a trump supporter and are cool with him calling places like haiti and the like ""shithole count...",11,None,234,353,0.35,0.65
Matthew Jones,3291571087,1/25/18 18:25,"RT @JackPosobiec: At the State of the Union, Trump should walk up and say, ""I had a big speech all planned but instead I've decided to read...",6885,None,69,50,0,0.1
DoWhat'sRight,8.51529E+17,1/25/18 18:25,"RT @NWPinPDX: Trump arrives in #Davos among the financially elite to spark a #TradeWar or two, threaten the Palestinians, slapping tariffs...",98,Davos,564,887,0,0
Sue May Art,793307204,1/25/18 18:25,"@CollettDerrick @20committee One third of our country is paranoid, delusional, racist, Fox viewing climate change d... https://t.co/1wMYYzFRwJ",0,None,561,1526,0,0
Donna Musgrove#DemForce,7.56933E+17,1/25/18 18:25,"RT @kylegriffin1: A growing number of Davos attendees are planning to walk out of Trump's speech at the World Economic Forum this Friday, s...",1289,None,1338,2131,0.2,0.2
HEY MO!,1434240264,1/25/18 18:25,RT @MatthewWolfff: @tstrawme @debbiesideris @NWPinPDX @CyrusToulabi @CJPatruno @EzraBridger2018 @Cruellaisdevine @MamaRose2017 @ArtistsPo @...,3,None,2603,2905,0,0
Susan Murphy,223979929,1/25/18 18:25,"RT @TeaPainUSA: Trump loves to lie about ""Love.""Trump 2018: ""I would LOVE to interview with Bob Mueller.""Trump 2016: ""If I decide to ru...",1311,None,113,158,0.5,0.6
Susan Solomon,23193547,1/25/18 18:25,"RT @JoyAnnReid: Trump tells Netanyahu, you won on Jerusalem so you'll just give up another point (apparently after Trump breaks the Palesti...",496,None,664,547,0.05,0.35
Alberto Support Dems,4759057768,1/25/18 18:25,"RT @FMoniteau: Trump has never been this thoughtful of anyone in his entire life.#ThursdayThoughts #TheResistance #MAGA #Trump #FoxNews #...",790,ThursdayThoughts,11198,11210,0.2,0.5625
Avis Thomas,9.56509E+17,1/25/18 18:25,"RT @ThePatriot143: Every Time I Hear This Witch Speak, I'm Reminded About YUGE Bullet We Dodged By Electing TRUMPMerkel at Davos: Attacks...",83,None,1,44,0,0
Christopher Cadelago,58581480,1/25/18 18:25,"Jerry Brown quite tame on Donald Trump, showing a level of tolerance that none of the California Democrats running... https://t.co/YhicOlLjFf",0,None,24067,1036,-0.216666667,0.216666667
Trudy Silveira,2904122862,1/25/18 18:25,"RT @kylegriffin1: A growing number of Davos attendees are planning to walk out of Trump's speech at the World Economic Forum this Friday, s...",1289,None,198,253,0.2,0.2
mae hamilton,328063384,1/25/18 18:25,RT @PalmerReport: Donald Trump hits the road and immediately goes off the rails https://t.co/3K8cgNooDw,36,None,1724,1273,0,0
gailerson,2620877423,1/25/18 18:25,"RT @Thomasravenel: Like Trump, I remember when Reagan came into office and was quite controversial but as people got used to his style, he...",27,None,108,216,0.55,0.95
Deborah Gill,8.22989E+17,1/25/18 18:25,"RT @heartfulmom: 16) 2012-2016 Worldwide Money Launderers - Baltic International Bank ""has collaborated with the Trump Dynasty"" since 2012...",14,None,113,691,0,0
Pulp Ark,188050283,1/25/18 18:25,Trump knows where he stands on DACA -- the White House won't let him say it https://t.co/riwbcCXw4A https://t.co/oqKee4U5Ry,0,None,4874,5229,0,0
Amy Peikoff _Ÿ‡º_Ÿ‡¸,133577097,1/25/18 18:25,"There's the fact of the shutdown itself, then there are the choices made by the Executive during a shutdown. If thi... https://t.co/HuNGojMZWi",0,None,5880,478,0,0
Terri Harvey,49021031,1/25/18 18:25,"RT @Marmel: I care Sarah.You may not, but you're cashing your check to spit lies.Just following orders.But I care that Trump, his family...",37,None,40028,35126,0,0.1
justin ingram,319265497,1/25/18 18:25,RT @RightWingAngel: This is how President Trump responded when asked if America is great #WEF18 World Economic Forum Davos video credit Bus...,3,WEF18,1746,2276,0.5,0.475
HBHammer#FBPE#Remain,458577031,1/25/18 18:25,@piersmorgan @realDonaldTrump Fuck off you Smarmy Trump cocksucker!,0,None,491,1610,-0.5,0.6
necir,8.02619E+17,1/25/18 18:25,RT @RealJack: Conservative Heritage Foundation Rates Trump's First Year Better Than Reagan's https://t.co/qyGWvVmWfT,41,None,270,130,0.375,0.416666667
cosmo topper,8.05083E+17,1/25/18 18:25,"@vestonash According to a report posted yesterday, Trump discussed this w/legal counsel &amp; was told he was not respo... https://t.co/qNh215PZwV",0,None,805,737,0,0username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
Delores,2351623436,2018-02-01 00:58:42,@TreyLebrecque @rabiasquared @Frosty3D What the heck does MAGA mean? Make America White Again? What era in America... https://t.co/qW1nNKjrQ8,0,None,484,457,-0.15625,0.34375
MAGALRod,526601851,2018-02-01 00:58:41,"RT @lanag2003: MOST PATHETIC DIRTY DOZEN IN WASHINGTON BOYCOTTING SOTU...

Only 12 Democrats not going? They should ALL stay home, FOREVER!...",86,None,4816,4449,-0.275,0.825
Roger,243082212,2018-02-01 00:58:41,"RT @NinaMorton: TRUTH BOMB Ken Starr lays some constitutional truth on dems about Trump firing Mueller: ""He can ask 4 Mueller 2 be fired...",301,None,11515,12521,0.0,0.0
Justin L,798277549218496512,2018-02-01 00:58:41,"RT @RonWyden: The Trump administration won't tell Americans WHO can be spied on under #FISA702, but it may release information the FBI says...",144,FISA702,713,5003,0.0,0.0
beans,625508594,2018-02-01 00:58:41,"RT @USATODAY: All available national crime statistics show immigrants commit fewer crimes, not more, than those born in the U.S. https://t....",185,None,58,534,0.07500000000000001,0.45
Maria Battles,803773071567925248,2018-02-01 00:58:41,"Published on Jan 30, 2018
Chaffetz disgusted by Dems' behavior at State of the Union 
Fox News contributor and form... https://t.co/8IV5o9xGC8",0,None,4,103,-1.0,1.0
ClemsonTigerFan,3237361236,2018-02-01 00:58:41,"RT @WalshFreedom: A Lefty just tweeted: ""Wow, Trump is hitting every right wing extremist note.""

Huh?

Since when is the Flag, God, the An...",4450,None,455,320,0.19285714285714284,0.7678571428571428
Richie Stefon King.,78438232,2018-02-01 00:58:41,"RT @CNN: In a meeting with Rod Rosenstein, President Trump wanted to know where the special counsel's Russia investigation was heading -- an...",1563,None,3122,136,0.35714285714285715,0.5714285714285714
#ReleaseTheMemo,823899195295801345,2018-02-01 00:58:41,"RT @MikeTokes: FBI releases statement on the memo.

Coming from the agency that:
&gt; ""Lost"" 50,000 text messages
&gt; Paid FusionGPS &amp; manufactu...",368,None,6126,4877,0.0,0.0
Tygergirl,22886404,2018-02-01 00:58:41,"RT @hardball: ""Is he he making it more dangerous to work in America?"" @HardballChris 

""There's no question."" @RichardTrumka on Trump. #Har...",25,None,25,49,-0.04999999999999999,0.7
Nick Kalich,1630815804,2018-02-01 00:58:41,"RT @EdKrassen: How's this for crowdsize?
Viewership of Trump's State of the Union Address trailed Obama's #SOTU by 8 million viewers!

8 MI...",490,SOTU,66,269,0.0,0.0
Andrea Walton,3380218239,2018-02-01 00:58:41,"RT @michaelbeatty3: ATTENTION DEMOCRATS
The current economic boom &amp; 
wave of patriotism cannot be reversed.
Forget about your make beli...",250,None,1690,1097,0.1,0.30000000000000004
NRidings,222021168,2018-02-01 00:58:41,RT @keithellison: Trump campaigned on a promise to end the offshoring of jobs. What he didn't mention in last night's State of the Union sp...,216,None,307,490,0.0,0.06666666666666667
Dee Davis,816304544,2018-02-01 00:58:41,"@CitizensFedUp Well, well, well...everybody that has been a part of the crashing Trump Train that is veering off tr... https://t.co/rcKQ58atOQ",0,None,3806,4237,0.0,0.0
BELIEVE ME,828177230861832192,2018-02-01 00:58:41,"RT @waltshaub: ""If Trump releases the memo now, it will be clear for all who care to see that he is not looking out for national security,...",3028,None,115,2017,0.10000000000000002,0.3833333333333333
"Geoffrey Peterson, Very Stable Genius",107302495,2018-02-01 00:58:41,"RT @JoeNBC: Even after 4 arrests of top Trump officials, Paul Ryan is allowing his party to investigate the investigators instead of Russia...",15038,None,135,233,0.5,0.5
üá∫üá∏ MAGA üá∫üá∏,53265271,2018-02-01 00:58:41,RT @ChristiChat: Joe Kennedy is giving the Democrat rebuttal to President Trump's #SOTU address and using a car with an open hood for a bac...,3511,SOTU,6036,6632,0.0,0.5
Keep America Working,149286219,2018-02-01 00:58:41,RT @TomFitton: Fitton: 'The FISA Memo Debate Is About Whether Mueller's Operation Is Legitimate or Not'  It is not.  Shut it down.  https:/...,1289,None,2740,4323,-0.15555555555555559,0.2888888888888889
viejachismosa üáµüá∑,889638312,2018-02-01 00:58:41,"RT @SenSanders: I know you might be shocked to hear this, but Trump got quite a number of things wrong last night in his State of the Union...",2425,None,499,500,-0.39999999999999997,0.5888888888888889
Professor Snape,2178121418,2018-02-01 00:58:41,"RT @JoeNBC: Even after 4 arrests of top Trump officials, Paul Ryan is allowing his party to investigate the investigators instead of Russia...",15038,None,35,81,0.5,0.5
T Flaherty,753261688791699456,2018-02-01 00:58:41,"RT @Evan_McMullin: As Trump fires and pushes out officials doing their duty to uphold the law, there's increasing talk among his allies in...",4011,None,1391,4869,0.0,0.0
Steve Hocaluk,160434000,2018-02-01 00:58:41,"RT @RichardTrumka: The truth is, many of the things President Trump says are undermined by the actual policies he supports. #SOTU",43,SOTU,286,911,0.25,0.3
Michele,1321752385,2018-02-01 00:58:41,"RT @ananavarro: I realized listening to Trump read his State of the Union, I don't trust one word that man utters. I was unmoved by all of...",9784,None,97,155,0.0,0.0
stevelyle,13885082,2018-02-01 00:58:41,"RT @SenSanders: I know you might be shocked to hear this, but Trump got quite a number of things wrong last night in his State of the Union...",2425,None,180,622,-0.39999999999999997,0.5888888888888889
Israel,818212568233807872,2018-02-01 00:58:41,"RT @cnnbrk: The Trump administration is expected to extend protections for roughly 6,000 Syrian nationals in the US, source says https://t....",82,None,25,31,-0.1,0.4
Elise Flowers,1439700691,2018-02-01 00:58:41,"All ab #MelaniaTrump

The recent (rumored) drama involving Melania Trump, explained https://t.co/azxmeHjRNd",0,MelaniaTrump,4539,4999,0.0,0.25
Joanna Kay Gowans,713792470727860224,2018-02-01 00:58:41,"RT @DCMadeSimple: #Trump draws praise from Dictators in Asia such as the Philippine's Rodrigo Duterte, Thailand's Prayuth Chan-ocha, Cambod...",3,Trump,790,982,0.0,0.5
Susan Brooks,900140873979179016,2018-02-01 00:58:41,"RT @JaniceTXBlessed: Here we have confident, Happy Camper Nancy, ""Let Them Eat Cake"" Pelosi, proclaiming that Donald Trump will not be Pres...",220,None,682,821,0.65,0.9166666666666667
GoSolarASAP.Org,2731242646,2018-02-01 00:58:41,"RT @CoryBooker: 1. Trump sought to fire Mueller last June
2. Trump said he fired Comey because of Russia investigation
3. Trump &amp; allies ac...",3136,None,1792,4997,0.0,0.06666666666666667
Bill Totten,1383647425,2018-02-01 00:58:41,"RT @benpershing: Trump was the first president in more than four decades not to mention the deficit or restraining spending in his SOTU, @g...",88,None,1726,95,0.375,0.41666666666666663
Mish,831337037655527425,2018-02-01 00:58:41,"RT @StollmeyerEU: Trump to COMEY (before firing him): ""I need loyalty.""
Trump to McCABE (before removing him): ""Who did you vote for?""
Trum...",132,None,444,698,0.0,0.0
forrest,932476825091084288,2018-02-01 00:58:41,"RT @mitchellvii: RED TSUNAMI 2018! YourVoice America (1/31) ""Trump Soars in SOTU!"" https://t.co/p83aYcr0LU",27,None,21,127,0.0,0.0
mmboucher8,16209935,2018-02-01 00:58:40,RT @NWPinPDX: I struggle. The lies being told by Trump &amp; cronies -- the feeling they keep getting away w/it. It can be hard to #RESIST ever...,139,RESIST,5200,5596,-0.2916666666666667,0.5416666666666666
Dewey  Ebanks,32417342,2018-02-01 00:58:40,"RT @SenSanders: I know you might be shocked to hear this, but Trump got quite a number of things wrong last night in his State of the Union...",2425,None,155,485,-0.39999999999999997,0.5888888888888889
Ekua Amoah,2890959404,2018-02-01 00:58:40,RT @PressSec: President Trump reached across the aisle to offer a bipartisan path forward in the State of the Union. Now we'll see if Democ...,1339,None,86,197,0.0,0.0
Carol Milanowski,849263557581701120,2018-02-01 00:58:40,"RT @funder: White House Counsel Don McGahn threatened to quit last June because he was ""fed up"" after Donald Trump insisted he take steps t...",191,None,1193,2586,0.0,0.03333333333333333
Ben Shapiro,17995040,2018-02-01 00:58:40,"RT @realDailyWire: WATCH: Daily Wire's @BenShapiro, @AndrewKlavan, @MichaelJKnowles, and COO @JeremyDBoreing Grade Trump's State of the Uni...",9,None,1118441,195,0.0,0.0
secular hu-manu,907116750214381568,2018-02-01 00:58:40,RT @sidhant: Watch: US amb to UN &amp; the most imp Indian American in Trump Admin @nikkihaley on why Indian Americans are respected in US ...,10,None,68,1102,0.25,0.25
BOZ,1910085619,2018-02-01 00:58:40,"RT @starcrosswolf: When President Trump said, Chrysler will move Ram truck production plant to Detroit MI. Investing more than $1 billion i...",3602,None,3951,4499,0.5,0.5
RICK,237428531,2018-02-01 00:58:40,RT @RepGutierrez: The House Judiciary Dem staff created this useful fact sheet to counter some of the immigration claims and falsehoods fro...,31,None,42,74,0.3,0.0
Terry Iacone,27734554,2018-02-01 00:58:40,RT @FRCdc: Conservatives Praise Trump's #SOTU Speech: He Kept His Promises @cnsnews  https://t.co/nxXj7QuvLk,4,SOTU,416,602,0.0,0.0
Donna McArdle,268571122,2018-02-01 00:58:40,"RT @ECMcLaughlin: It's fair to say at this point that Mueller has an airtight case for obstruction.  

https://t.co/GKYXRKBR88",53,None,2180,1933,0.7,0.9
Marc McClintock,741485473,2018-02-01 00:58:40,"RT @kylegriffin1: ""The episode has more than a touch of Washington theater to it: Republican staffers wrote the memo, and Republican member...",358,None,161,256,0.5,0.5
Jim Long,981670711,2018-02-01 00:58:40,"RT @DemWrite: Our ""billionaire"" President is using *donor money* to pay legal fees to help cover up the Russia conspiracy.

#DonTheCon inde...",630,DonTheCon,509,103,0.2,0.2
SATaNIc_ MAsIoNIc_ N.W.O - Exposel üíúANoNyMIss,554626662,2018-02-01 00:58:40,"RT @DesiTice: @mersmom8 Scandalous Fred Drumpf/Trump was of German pleasant bloodlines. During the 1920s, he sold himself to the DEVIL when...",1,None,1744,1826,0.36666666666666664,0.48333333333333334
CombatBootsOut,785026202574721024,2018-02-01 00:58:40,RT @NPR: President Trump on Tuesday signed an executive order to keep open the U.S. military prison at Guantanamo Bay. https://t.co/pU1SqOa...,20,None,1588,2182,-0.05,0.3
Rose Best,243361385,2018-02-01 00:58:40,"RT @adamcbest: ""I expect loyalty.""

""Who did you vote for?""

""Are you on my team?""

It's absurd that Trump is treating high-ranking DoJ and...",185,None,144,198,-0.5,1.0
Mary Batson,3017703114,2018-02-01 00:58:40,RT @Margare03456100: Donald Trump is teaching Republicans how to fight https://t.co/oswJ9XIYuf via @nypost. !![?]WINNING with STRENGTH!![?],8,None,2499,2321,0.78125,0.75
Ben Spectrum,932997551648845824,2018-02-01 00:58:40,"@realDonaldTrump @VP @WhiteHouse @PressSec
Now that's a subtle positive statement to be very proud of coming from t... https://t.co/C3FNrYIlmc",0,None,283,337,0.29797979797979796,0.6818181818181818
Jon Garbarino,121535590,2018-02-01 00:58:40,How long until #Trump makes a move to increase the number of high school dropouts across the country as a part of his immigration plan?,0,Trump,1199,1914,0.055,0.47
"Kevin ""Roadhog"" Trump",884764947405717504,2018-02-01 00:58:40,"RT @atlcav: @POTUS Trump spotlighted so many great human and American stories during #SOTU
@realDonaldTrump declares,
""Together we can ach...",385,SOTU,4274,4816,0.325,0.3375
B Sarv,2656695361,2018-02-01 00:58:40,"RT @FrankJannuzi: I don't sound the alarm lightly.  I've lived and worked through military crises before; 1994 DPRK, Tiananmen, civil war i...",67,None,1129,649,0.23333333333333336,0.4000000000000001
English_Ethnic_EU #FBPE,746985479992709120,2018-02-01 00:58:40,"RT @JoyAnnReid: ...""there is no credible medical evidence that such a procedure works, and the mainstream medical community worries that us...",1470,None,3155,5002,-0.05,0.3
Shirley the Resister,2719891780,2018-02-01 00:58:40,RT @funder: .@SpeakerRyan-It's clear Devin Nunes probably violated the espionage act &amp; is trying to leak US intelligence. On top of his fra...,566,None,633,1312,0.3,0.44166666666666665
Tana Kalnbach,3927594072,2018-02-01 00:58:40,@WhiteHouse Finally a true leader!  Thank you President Trump.,0,None,54,69,0.4375,0.65
Cindy Scott,17340590,2018-02-01 00:58:40,"RT @SafetyPinDaily: The Trump administration is pumping up private prison campaign donors, leaked memo shows  | Via Newsweek https://t.co/y...",25,None,3391,3805,0.0,0.375
Dillon Cottingham,936670084864475136,2018-02-01 00:58:40,"RT @The_Trump_Train: POLL: Do you approve of President Trump's #SOTU speech? 

VOTE AND RETWEET TO REACH A LARGER SAMPLE! #StateOfOurUnion",4944,SOTU,10,58,0.0,0.5
DrainTheSwamp,392230258,2018-02-01 00:58:40,"RT @RealVinnieJames: Rod Rosenstein said under oath that he had never been asked for a loyalty pledge from President Trump. Now, he's telli...",1091,None,469,970,0.0,0.0
Rick,806218205622509568,2018-02-01 00:58:40,RT @dbongino: It's becoming clearer by the day that the Trump team was set up &amp; that the the Obama admin reverse-engineered an investigativ...,1864,None,195,209,0.45,0.8500000000000001
MKG,903927722375880707,2018-02-01 00:58:40,"RT @krassenstein: Whoever leaked this new Rod Rosenstein story, in which Trump asked if he was ""on my team,"" did so in brilliant fashion....",1040,None,797,1196,0.5181818181818182,0.7272727272727273
Gregory Wirtel,413504743,2018-02-01 00:58:40,"RT @RealVinnieJames: Rod Rosenstein said under oath that he had never been asked for a loyalty pledge from President Trump. Now, he's telli...",1091,None,113,280,0.0,0.0
Harry Shannon,256540769,2018-02-01 00:58:40,RT @thehill: Poll: Trump' s State of the Union gets least positive reaction in 20 years https://t.co/Q4Wx1sDZcg https://t.co/I2B326TELQ,121,None,2744,384,-0.03636363636363636,0.4727272727272727
Rosy Limon-Martinez,318716325,2018-02-01 00:58:40,"RT @RVAwonk: Now that the FBI &amp; DOJ have called it for what it is (a lie), it'd be great if the MSM would finally stop pretending the #Nune...",2062,None,355,113,0.4,0.875
DaleWillResist,3103213542,2018-02-01 00:58:40,"RT @eimzkavanagh: Take Trump loyalists like Michael Schlapp off @MSNBC

He's pushing authoritarian propaganda &amp; spreading disinformation

@...",1,None,11257,11844,-0.1,0.1
Diane Hughes,54337673,2018-02-01 00:58:40,RT @keithellison: Trump campaigned on a promise to end the offshoring of jobs. What he didn't mention in last night's State of the Union sp...,216,None,1038,1053,0.0,0.06666666666666667
Aida M Flores,864324879394459649,2018-02-01 00:58:40,RT @funder: .@SpeakerRyan-It's clear Devin Nunes probably violated the espionage act &amp; is trying to leak US intelligence. On top of his fra...,566,None,77,177,0.3,0.44166666666666665
Michael Anthony,237103462,2018-02-01 00:58:40,"RT @The_shell_game: @Genlovespeace @UniversalHorror No, I'm actually correct. Trump did not save anyone. Let me enlighten you a little. For...",1,None,1492,450,-0.09375,0.3
Liz Gunderson‚öñüá∫üá∏,19271023,2018-02-01 00:58:40,"RT @krassenstein: Whoever leaked this new Rod Rosenstein story, in which Trump asked if he was ""on my team,"" did so in brilliant fashion....",1040,None,1123,1260,0.5181818181818182,0.7272727272727273
üåπ Nathanael ‚ìã Duke üõ†Ô∏è üîá,1320029719,2018-02-01 00:58:40,"RT @TurnUp_TheTweet: As Trump pushes deep state conspiracy theories &amp; moves towards firing Rosenstein, I pine for the days when Howard Dean...",6,None,655,820,0.0,0.4
Tbobwilly,801469643714129923,2018-02-01 00:58:40,"@hardball @Eugene_Scott I'm amazed that number isn't higher!! I am waiting for Mueller's report, but the daily acti... https://t.co/JJo8JlGpFM",0,None,6,14,0.1953125,0.25
Collette Brown,29019009,2018-02-01 00:58:40,"RT @CNNSitRoom: ""He loves you on Monday, he hates you on Wednesday, and he fires you on Friday,"" Former U.S. Attorney @PreetBharara on Trum...",46,None,633,1308,0.0,0.0
AnneReleaseThe Memo,3308310776,2018-02-01 00:58:40,"RT @RealSaavedra: Democratic Rep. Luis Gutierrez stormed out of Trump's #SOTU speech after a ""USA!"" chant broke out.

Democrats hate Americ...",728,SOTU,2952,4972,-0.8,0.9
John C. Halloran,359043909,2018-02-01 00:58:40,"RT @hardball: ""Unfortunately, a lot of the regulations he did away with protected our health and safety ... and lowered our wages."" @Richar...",32,None,328,225,-0.5,1.0
Mary Pientka,58237389,2018-02-01 00:58:40,RT @mrsmpie: @FBI @POTUS @DonaldJTrump45  WARNING!  The FBI is threatening President Trump!  FBI is trying to circumvent our constitution!...,1,None,953,2222,0.0,0.0
DeplorableCindyüá∫üá∏,357029197,2018-02-01 00:58:40,"RT @JETMEDIA2: @alanckenney @Hell_Week @DonaldJTrumpJr Advice for lib that tweeted this:

EMBRACE REALITY.
I WAS A DEMOCRAT 
&amp; VOTED TRUMP....",7,None,40744,37258,0.0,0.0
Sarah Packard,4867998627,2018-02-01 00:58:39,"RT @wokeluisa: Trump wants to name-drop Martin Luther King?
After accusing America's first Black president of not being a US citizen?
#SOTU",562,SOTU,127,83,0.09444444444444444,0.2888888888888889
Sergio David BV,298192023,2018-02-01 00:58:39,"RT @OfficeOfMike: When you want to stand because Trump is great, but then you remember you're a Democrat.
#sotu https://t.co/4vDR6KNzfg",2081,sotu,106,890,0.8,0.75
